dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 8192
codebook_dim: 32
project_dim: 16
pq: 1
L: 4
alpha: 1.0
beta: 1.0
gamma: 0.0
disc_weight: 0.5
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: vanilla_vq
use_multiscale: True
transplant_epochs: 2
refinement_epochs: 5
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 0.0001
stage: refinement
checkpoint_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant3/checkpoint/Refinement/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant3/results/Refinement/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant3/saver/Refinement/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant3/reconstruction/Refinement/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant3/yaml/Refinement/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/VQ-Transplant3/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: checkpoint-vanilla_vq_transplant_True_ImageNet_model_8192_32_1_loss_1.0_1.0_0.0_0.2.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant3/checkpoint/
data_pre: ImageNet
model_pre: model_8192_32_1
loss_pre: loss_1.0_1.0_0.0_0.5
training_pre: vanilla_vq_refinement_True
saver_name_pre: vanilla_vq_refinement_True_ImageNet_model_8192_32_1_loss_1.0_1.0_0.0_0.5
| distributed init (rank 0): env://
| distributed init (rank 1): env://
VQ Model Parameters: 108761795
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/VQ-Transplant3/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/5] Iters:[10/20018] gen_loss 0.1113, rec_loss 0.0325, lpips_loss 0.2073, g_loss -0.0632, disc_weight 0.5000, disc_adaptive_weight 2.0471, d_loss 2.5515, logits_real 0.0722, logits_fake 0.0633,
Train Epoch: [3/5] Iters:[1770/20018] gen_loss 0.2947, rec_loss 0.0372, lpips_loss 0.2032, g_loss 0.0175, disc_weight 0.5000, disc_adaptive_weight 3.0901, d_loss 0.5002, logits_real -0.0172, logits_fake -0.0176,
Train Epoch: [3/5] Iters:[1780/20018] gen_loss 0.2967, rec_loss 0.0372, lpips_loss 0.2049, g_loss 0.0173, disc_weight 0.5000, disc_adaptive_weight 3.1319, d_loss 0.5002, logits_real -0.0169, logits_fake -0.0171,
Train Epoch: [3/5] Iters:[1790/20018] gen_loss 0.2950, rec_loss 0.0366, lpips_loss 0.2042, g_loss 0.0170, disc_weight 0.5000, disc_adaptive_weight 3.1695, d_loss 0.5002, logits_real -0.0166, logits_fake -0.0169,
Train Epoch: [3/5] Iters:[1800/20018] gen_loss 0.2923, rec_loss 0.0368, lpips_loss 0.2035, g_loss 0.0166, disc_weight 0.5000, disc_adaptive_weight 3.1266, d_loss 0.5001, logits_real -0.0161, logits_fake -0.0167,
Train Epoch: [3/5] Iters:[1810/20018] gen_loss 0.2894, rec_loss 0.0358, lpips_loss 0.2024, g_loss 0.0166, disc_weight 0.5000, disc_adaptive_weight 3.0892, d_loss 0.5001, logits_real -0.0161, logits_fake -0.0169,
Train Epoch: [3/5] Iters:[1820/20018] gen_loss 0.2912, rec_loss 0.0357, lpips_loss 0.2029, g_loss 0.0167, disc_weight 0.5000, disc_adaptive_weight 3.1431, d_loss 0.5001, logits_real -0.0162, logits_fake -0.0169,
Train Epoch: [3/5] Iters:[1830/20018] gen_loss 0.2929, rec_loss 0.0360, lpips_loss 0.2018, g_loss 0.0171, disc_weight 0.5000, disc_adaptive_weight 3.2327, d_loss 0.5001, logits_real -0.0166, logits_fake -0.0174,
Train Epoch: [3/5] Iters:[1840/20018] gen_loss 0.2945, rec_loss 0.0362, lpips_loss 0.2018, g_loss 0.0178, disc_weight 0.5000, disc_adaptive_weight 3.1858, d_loss 0.5001, logits_real -0.0174, logits_fake -0.0181,
Train Epoch: [3/5] Iters:[1850/20018] gen_loss 0.2942, rec_loss 0.0361, lpips_loss 0.2007, g_loss 0.0184, disc_weight 0.5000, disc_adaptive_weight 3.1382, d_loss 0.5002, logits_real -0.0184, logits_fake -0.0186,
Train Epoch: [3/5] Iters:[1860/20018] gen_loss 0.2978, rec_loss 0.0366, lpips_loss 0.2020, g_loss 0.0190, disc_weight 0.5000, disc_adaptive_weight 3.1189, d_loss 0.5002, logits_real -0.0191, logits_fake -0.0195,
Train Epoch: [3/5] Iters:[1870/20018] gen_loss 0.3002, rec_loss 0.0369, lpips_loss 0.2027, g_loss 0.0197, disc_weight 0.5000, disc_adaptive_weight 3.0719, d_loss 0.5001, logits_real -0.0196, logits_fake -0.0201,
Train Epoch: [3/5] Iters:[1880/20018] gen_loss 0.3006, rec_loss 0.0365, lpips_loss 0.2029, g_loss 0.0201, disc_weight 0.5000, disc_adaptive_weight 3.0275, d_loss 0.5001, logits_real -0.0199, logits_fake -0.0206,
Train Epoch: [3/5] Iters:[1890/20018] gen_loss 0.3019, rec_loss 0.0365, lpips_loss 0.2032, g_loss 0.0203, disc_weight 0.5000, disc_adaptive_weight 3.0455, d_loss 0.5002, logits_real -0.0201, logits_fake -0.0205,
Train Epoch: [3/5] Iters:[1900/20018] gen_loss 0.3068, rec_loss 0.0369, lpips_loss 0.2050, g_loss 0.0205, disc_weight 0.5000, disc_adaptive_weight 3.1581, d_loss 0.5001, logits_real -0.0198, logits_fake -0.0206,
Train Epoch: [3/5] Iters:[1910/20018] gen_loss 0.3070, rec_loss 0.0372, lpips_loss 0.2050, g_loss 0.0203, disc_weight 0.5000, disc_adaptive_weight 3.1868, d_loss 0.5002, logits_real -0.0199, logits_fake -0.0203,
Train Epoch: [3/5] Iters:[1920/20018] gen_loss 0.3073, rec_loss 0.0373, lpips_loss 0.2045, g_loss 0.0204, disc_weight 0.5000, disc_adaptive_weight 3.2046, d_loss 0.5002, logits_real -0.0201, logits_fake -0.0204,
Train Epoch: [3/5] Iters:[1930/20018] gen_loss 0.3098, rec_loss 0.0380, lpips_loss 0.2051, g_loss 0.0207, disc_weight 0.5000, disc_adaptive_weight 3.2156, d_loss 0.5002, logits_real -0.0204, logits_fake -0.0205,
Train Epoch: [3/5] Iters:[1940/20018] gen_loss 0.3118, rec_loss 0.0380, lpips_loss 0.2058, g_loss 0.0209, disc_weight 0.5000, disc_adaptive_weight 3.2529, d_loss 0.5002, logits_real -0.0206, logits_fake -0.0207,
Train Epoch: [3/5] Iters:[1950/20018] gen_loss 0.3094, rec_loss 0.0377, lpips_loss 0.2047, g_loss 0.0210, disc_weight 0.5000, disc_adaptive_weight 3.1846, d_loss 0.5003, logits_real -0.0209, logits_fake -0.0209,
Train Epoch: [3/5] Iters:[1960/20018] gen_loss 0.3093, rec_loss 0.0374, lpips_loss 0.2044, g_loss 0.0213, disc_weight 0.5000, disc_adaptive_weight 3.1707, d_loss 0.5003, logits_real -0.0209, logits_fake -0.0209,
Train Epoch: [3/5] Iters:[1970/20018] gen_loss 0.3095, rec_loss 0.0370, lpips_loss 0.2044, g_loss 0.0211, disc_weight 0.5000, disc_adaptive_weight 3.2266, d_loss 0.5003, logits_real -0.0208, logits_fake -0.0205,
Train Epoch: [3/5] Iters:[1980/20018] gen_loss 0.3073, rec_loss 0.0370, lpips_loss 0.2035, g_loss 0.0206, disc_weight 0.5000, disc_adaptive_weight 3.2578, d_loss 0.5003, logits_real -0.0203, logits_fake -0.0202,
Train Epoch: [3/5] Iters:[1990/20018] gen_loss 0.3032, rec_loss 0.0366, lpips_loss 0.2023, g_loss 0.0201, disc_weight 0.5000, disc_adaptive_weight 3.2081, d_loss 0.5002, logits_real -0.0197, logits_fake -0.0199,
Train Epoch: [3/5] Iters:[2000/20018] gen_loss 0.3011, rec_loss 0.0366, lpips_loss 0.2026, g_loss 0.0193, disc_weight 0.5000, disc_adaptive_weight 3.1940, d_loss 0.5003, logits_real -0.0192, logits_fake -0.0192,
Train Epoch: [3/5] Iters:[2010/20018] gen_loss 0.2984, rec_loss 0.0370, lpips_loss 0.2027, g_loss 0.0185, disc_weight 0.5000, disc_adaptive_weight 3.1513, d_loss 0.5003, logits_real -0.0184, logits_fake -0.0185,
Train Epoch: [3/5] Iters:[2020/20018] gen_loss 0.2961, rec_loss 0.0372, lpips_loss 0.2033, g_loss 0.0180, disc_weight 0.5000, disc_adaptive_weight 3.0785, d_loss 0.5003, logits_real -0.0180, logits_fake -0.0180,
Train Epoch: [3/5] Iters:[2030/20018] gen_loss 0.2947, rec_loss 0.0371, lpips_loss 0.2043, g_loss 0.0177, disc_weight 0.5000, disc_adaptive_weight 2.9954, d_loss 0.5003, logits_real -0.0177, logits_fake -0.0176,
Train Epoch: [3/5] Iters:[2040/20018] gen_loss 0.2970, rec_loss 0.0374, lpips_loss 0.2052, g_loss 0.0179, disc_weight 0.5000, disc_adaptive_weight 3.0304, d_loss 0.5003, logits_real -0.0178, logits_fake -0.0178,
Train Epoch: [3/5] Iters:[2050/20018] gen_loss 0.2981, rec_loss 0.0370, lpips_loss 0.2049, g_loss 0.0184, disc_weight 0.5000, disc_adaptive_weight 3.0416, d_loss 0.5002, logits_real -0.0180, logits_fake -0.0182,
Train Epoch: [3/5] Iters:[2060/20018] gen_loss 0.2979, rec_loss 0.0363, lpips_loss 0.2040, g_loss 0.0189, disc_weight 0.5000, disc_adaptive_weight 3.0507, d_loss 0.5002, logits_real -0.0183, logits_fake -0.0187,
Train Epoch: [3/5] Iters:[2070/20018] gen_loss 0.2981, rec_loss 0.0360, lpips_loss 0.2036, g_loss 0.0193, disc_weight 0.5000, disc_adaptive_weight 3.0179, d_loss 0.5002, logits_real -0.0187, logits_fake -0.0192,
Train Epoch: [3/5] Iters:[2080/20018] gen_loss 0.2976, rec_loss 0.0359, lpips_loss 0.2030, g_loss 0.0197, disc_weight 0.5000, disc_adaptive_weight 2.9839, d_loss 0.5002, logits_real -0.0189, logits_fake -0.0193,
Train Epoch: [3/5] Iters:[2090/20018] gen_loss 0.2970, rec_loss 0.0360, lpips_loss 0.2036, g_loss 0.0195, disc_weight 0.5000, disc_adaptive_weight 2.9443, d_loss 0.5001, logits_real -0.0187, logits_fake -0.0193,
Train Epoch: [3/5] Iters:[2100/20018] gen_loss 0.2952, rec_loss 0.0362, lpips_loss 0.2039, g_loss 0.0193, disc_weight 0.5000, disc_adaptive_weight 2.8555, d_loss 0.5001, logits_real -0.0187, logits_fake -0.0192,
Train Epoch: [3/5] Iters:[2110/20018] gen_loss 0.2948, rec_loss 0.0362, lpips_loss 0.2043, g_loss 0.0192, disc_weight 0.5000, disc_adaptive_weight 2.8315, d_loss 0.5002, logits_real -0.0188, logits_fake -0.0192,
Train Epoch: [3/5] Iters:[2120/20018] gen_loss 0.2961, rec_loss 0.0366, lpips_loss 0.2053, g_loss 0.0188, disc_weight 0.5000, disc_adaptive_weight 2.8886, d_loss 0.5001, logits_real -0.0185, logits_fake -0.0191,
Train Epoch: [3/5] Iters:[2130/20018] gen_loss 0.2963, rec_loss 0.0367, lpips_loss 0.2049, g_loss 0.0186, disc_weight 0.5000, disc_adaptive_weight 2.9502, d_loss 0.5001, logits_real -0.0185, logits_fake -0.0191,
Train Epoch: [3/5] Iters:[2140/20018] gen_loss 0.2961, rec_loss 0.0367, lpips_loss 0.2049, g_loss 0.0184, disc_weight 0.5000, disc_adaptive_weight 2.9679, d_loss 0.5002, logits_real -0.0185, logits_fake -0.0188,
Train Epoch: [3/5] Iters:[2150/20018] gen_loss 0.2990, rec_loss 0.0368, lpips_loss 0.2050, g_loss 0.0183, disc_weight 0.5000, disc_adaptive_weight 3.1231, d_loss 0.5001, logits_real -0.0182, logits_fake -0.0186,
Train Epoch: [3/5] Iters:[2160/20018] gen_loss 0.3026, rec_loss 0.0378, lpips_loss 0.2065, g_loss 0.0179, disc_weight 0.5000, disc_adaptive_weight 3.2526, d_loss 0.5002, logits_real -0.0178, logits_fake -0.0179,
Train Epoch: [3/5] Iters:[2170/20018] gen_loss 0.2987, rec_loss 0.0375, lpips_loss 0.2057, g_loss 0.0173, disc_weight 0.5000, disc_adaptive_weight 3.1854, d_loss 0.5003, logits_real -0.0176, logits_fake -0.0176,
Train Epoch: [3/5] Iters:[2180/20018] gen_loss 0.2980, rec_loss 0.0378, lpips_loss 0.2068, g_loss 0.0170, disc_weight 0.5000, disc_adaptive_weight 3.1273, d_loss 0.5002, logits_real -0.0171, logits_fake -0.0172,
Train Epoch: [3/5] Iters:[2190/20018] gen_loss 0.2960, rec_loss 0.0372, lpips_loss 0.2058, g_loss 0.0168, disc_weight 0.5000, disc_adaptive_weight 3.1360, d_loss 0.5002, logits_real -0.0169, logits_fake -0.0173,
Train Epoch: [3/5] Iters:[2200/20018] gen_loss 0.2945, rec_loss 0.0375, lpips_loss 0.2057, g_loss 0.0168, disc_weight 0.5000, disc_adaptive_weight 3.0499, d_loss 0.5002, logits_real -0.0172, logits_fake -0.0174,
Train Epoch: [3/5] Iters:[2210/20018] gen_loss 0.2917, rec_loss 0.0368, lpips_loss 0.2043, g_loss 0.0170, disc_weight 0.5000, disc_adaptive_weight 2.9691, d_loss 0.5001, logits_real -0.0174, logits_fake -0.0179,
Train Epoch: [3/5] Iters:[2220/20018] gen_loss 0.2934, rec_loss 0.0369, lpips_loss 0.2040, g_loss 0.0172, disc_weight 0.5000, disc_adaptive_weight 3.0477, d_loss 0.5001, logits_real -0.0172, logits_fake -0.0178,
Train Epoch: [3/5] Iters:[2230/20018] gen_loss 0.2924, rec_loss 0.0367, lpips_loss 0.2030, g_loss 0.0171, disc_weight 0.5000, disc_adaptive_weight 3.0885, d_loss 0.5002, logits_real -0.0171, logits_fake -0.0175,
Train Epoch: [3/5] Iters:[2240/20018] gen_loss 0.2922, rec_loss 0.0366, lpips_loss 0.2027, g_loss 0.0171, disc_weight 0.5000, disc_adaptive_weight 3.0894, d_loss 0.5002, logits_real -0.0170, logits_fake -0.0174,
Train Epoch: [3/5] Iters:[2250/20018] gen_loss 0.2950, rec_loss 0.0367, lpips_loss 0.2035, g_loss 0.0168, disc_weight 0.5000, disc_adaptive_weight 3.2597, d_loss 0.5002, logits_real -0.0164, logits_fake -0.0168,
Train Epoch: [3/5] Iters:[2260/20018] gen_loss 0.2966, rec_loss 0.0368, lpips_loss 0.2038, g_loss 0.0167, disc_weight 0.5000, disc_adaptive_weight 3.3381, d_loss 0.5002, logits_real -0.0162, logits_fake -0.0167,
Train Epoch: [3/5] Iters:[2270/20018] gen_loss 0.2982, rec_loss 0.0370, lpips_loss 0.2038, g_loss 0.0170, disc_weight 0.5000, disc_adaptive_weight 3.3628, d_loss 0.5002, logits_real -0.0167, logits_fake -0.0168,
Train Epoch: [3/5] Iters:[2280/20018] gen_loss 0.2989, rec_loss 0.0368, lpips_loss 0.2031, g_loss 0.0176, disc_weight 0.5000, disc_adaptive_weight 3.3591, d_loss 0.5003, logits_real -0.0173, logits_fake -0.0174,
Train Epoch: [3/5] Iters:[2290/20018] gen_loss 0.3012, rec_loss 0.0372, lpips_loss 0.2040, g_loss 0.0180, disc_weight 0.5000, disc_adaptive_weight 3.3548, d_loss 0.5002, logits_real -0.0175, logits_fake -0.0178,
Train Epoch: [3/5] Iters:[2300/20018] gen_loss 0.2989, rec_loss 0.0370, lpips_loss 0.2030, g_loss 0.0179, disc_weight 0.5000, disc_adaptive_weight 3.2882, d_loss 0.5002, logits_real -0.0177, logits_fake -0.0181,
Train Epoch: [3/5] Iters:[2310/20018] gen_loss 0.2988, rec_loss 0.0373, lpips_loss 0.2037, g_loss 0.0180, disc_weight 0.5000, disc_adaptive_weight 3.2180, d_loss 0.5002, logits_real -0.0177, logits_fake -0.0181,
Train Epoch: [3/5] Iters:[2320/20018] gen_loss 0.2963, rec_loss 0.0370, lpips_loss 0.2036, g_loss 0.0178, disc_weight 0.5000, disc_adaptive_weight 3.1488, d_loss 0.5001, logits_real -0.0177, logits_fake -0.0183,
Train Epoch: [3/5] Iters:[2330/20018] gen_loss 0.2975, rec_loss 0.0375, lpips_loss 0.2054, g_loss 0.0174, disc_weight 0.5000, disc_adaptive_weight 3.1422, d_loss 0.5001, logits_real -0.0175, logits_fake -0.0182,
Train Epoch: [3/5] Iters:[2340/20018] gen_loss 0.2957, rec_loss 0.0374, lpips_loss 0.2048, g_loss 0.0173, disc_weight 0.5000, disc_adaptive_weight 3.1037, d_loss 0.5001, logits_real -0.0175, logits_fake -0.0180,
Train Epoch: [3/5] Iters:[2350/20018] gen_loss 0.2968, rec_loss 0.0370, lpips_loss 0.2056, g_loss 0.0178, disc_weight 0.5000, disc_adaptive_weight 3.0520, d_loss 0.5001, logits_real -0.0178, logits_fake -0.0183,
Train Epoch: [3/5] Iters:[2360/20018] gen_loss 0.2952, rec_loss 0.0364, lpips_loss 0.2043, g_loss 0.0177, disc_weight 0.5000, disc_adaptive_weight 3.0935, d_loss 0.5001, logits_real -0.0177, logits_fake -0.0183,
Train Epoch: [3/5] Iters:[2370/20018] gen_loss 0.2988, rec_loss 0.0370, lpips_loss 0.2057, g_loss 0.0175, disc_weight 0.5000, disc_adaptive_weight 3.2125, d_loss 0.5001, logits_real -0.0174, logits_fake -0.0180,
Train Epoch: [3/5] Iters:[2380/20018] gen_loss 0.2994, rec_loss 0.0368, lpips_loss 0.2036, g_loss 0.0176, disc_weight 0.5000, disc_adaptive_weight 3.3625, d_loss 0.5002, logits_real -0.0173, logits_fake -0.0177,
Train Epoch: [3/5] Iters:[2390/20018] gen_loss 0.3016, rec_loss 0.0367, lpips_loss 0.2037, g_loss 0.0173, disc_weight 0.5000, disc_adaptive_weight 3.5557, d_loss 0.5002, logits_real -0.0171, logits_fake -0.0173,
Train Epoch: [3/5] Iters:[2400/20018] gen_loss 0.3001, rec_loss 0.0372, lpips_loss 0.2027, g_loss 0.0170, disc_weight 0.5000, disc_adaptive_weight 3.5518, d_loss 0.5003, logits_real -0.0170, logits_fake -0.0170,
Train Epoch: [3/5] Iters:[2410/20018] gen_loss 0.3025, rec_loss 0.0380, lpips_loss 0.2031, g_loss 0.0172, disc_weight 0.5000, disc_adaptive_weight 3.5893, d_loss 0.5003, logits_real -0.0172, logits_fake -0.0170,
Train Epoch: [3/5] Iters:[2420/20018] gen_loss 0.3019, rec_loss 0.0377, lpips_loss 0.2026, g_loss 0.0175, disc_weight 0.5000, disc_adaptive_weight 3.5211, d_loss 0.5003, logits_real -0.0175, logits_fake -0.0174,
Train Epoch: [3/5] Iters:[2430/20018] gen_loss 0.3019, rec_loss 0.0378, lpips_loss 0.2038, g_loss 0.0178, disc_weight 0.5000, disc_adaptive_weight 3.3936, d_loss 0.5003, logits_real -0.0180, logits_fake -0.0180,
Train Epoch: [3/5] Iters:[2440/20018] gen_loss 0.3011, rec_loss 0.0380, lpips_loss 0.2039, g_loss 0.0181, disc_weight 0.5000, disc_adaptive_weight 3.2643, d_loss 0.5003, logits_real -0.0184, logits_fake -0.0183,
Train Epoch: [3/5] Iters:[2450/20018] gen_loss 0.3044, rec_loss 0.0382, lpips_loss 0.2051, g_loss 0.0183, disc_weight 0.5000, disc_adaptive_weight 3.3252, d_loss 0.5003, logits_real -0.0185, logits_fake -0.0185,
Train Epoch: [3/5] Iters:[2460/20018] gen_loss 0.3029, rec_loss 0.0372, lpips_loss 0.2041, g_loss 0.0184, disc_weight 0.5000, disc_adaptive_weight 3.3440, d_loss 0.5003, logits_real -0.0183, logits_fake -0.0184,
Train Epoch: [3/5] Iters:[2470/20018] gen_loss 0.3040, rec_loss 0.0373, lpips_loss 0.2041, g_loss 0.0184, disc_weight 0.5000, disc_adaptive_weight 3.4019, d_loss 0.5003, logits_real -0.0182, logits_fake -0.0182,
Train Epoch: [3/5] Iters:[2480/20018] gen_loss 0.3028, rec_loss 0.0368, lpips_loss 0.2038, g_loss 0.0181, disc_weight 0.5000, disc_adaptive_weight 3.4234, d_loss 0.5002, logits_real -0.0178, logits_fake -0.0180,
Train Epoch: [3/5] Iters:[2490/20018] gen_loss 0.3035, rec_loss 0.0371, lpips_loss 0.2048, g_loss 0.0180, disc_weight 0.5000, disc_adaptive_weight 3.4080, d_loss 0.5002, logits_real -0.0176, logits_fake -0.0179,
Train Epoch: [3/5] Iters:[2500/20018] gen_loss 0.3006, rec_loss 0.0365, lpips_loss 0.2039, g_loss 0.0179, disc_weight 0.5000, disc_adaptive_weight 3.3490, d_loss 0.5001, logits_real -0.0173, logits_fake -0.0179,
Train Epoch: [3/5] Iters:[2510/20018] gen_loss 0.3023, rec_loss 0.0370, lpips_loss 0.2054, g_loss 0.0178, disc_weight 0.5000, disc_adaptive_weight 3.3525, d_loss 0.5002, logits_real -0.0173, logits_fake -0.0177,
Train Epoch: [3/5] Iters:[2520/20018] gen_loss 0.2997, rec_loss 0.0363, lpips_loss 0.2044, g_loss 0.0173, disc_weight 0.5000, disc_adaptive_weight 3.3963, d_loss 0.5002, logits_real -0.0171, logits_fake -0.0174,
Train Epoch: [3/5] Iters:[2530/20018] gen_loss 0.2985, rec_loss 0.0366, lpips_loss 0.2044, g_loss 0.0168, disc_weight 0.5000, disc_adaptive_weight 3.4030, d_loss 0.5002, logits_real -0.0164, logits_fake -0.0167,
Train Epoch: [3/5] Iters:[2540/20018] gen_loss 0.2969, rec_loss 0.0370, lpips_loss 0.2035, g_loss 0.0166, disc_weight 0.5000, disc_adaptive_weight 3.3772, d_loss 0.5002, logits_real -0.0160, logits_fake -0.0161,
Train Epoch: [3/5] Iters:[2550/20018] gen_loss 0.2955, rec_loss 0.0372, lpips_loss 0.2033, g_loss 0.0162, disc_weight 0.5000, disc_adaptive_weight 3.3910, d_loss 0.5003, logits_real -0.0158, logits_fake -0.0156,
Train Epoch: [3/5] Iters:[2560/20018] gen_loss 0.2937, rec_loss 0.0370, lpips_loss 0.2034, g_loss 0.0159, disc_weight 0.5000, disc_adaptive_weight 3.3532, d_loss 0.5003, logits_real -0.0155, logits_fake -0.0154,
Train Epoch: [3/5] Iters:[2570/20018] gen_loss 0.2931, rec_loss 0.0368, lpips_loss 0.2029, g_loss 0.0165, disc_weight 0.5000, disc_adaptive_weight 3.2649, d_loss 0.5003, logits_real -0.0158, logits_fake -0.0156,
Train Epoch: [3/5] Iters:[2580/20018] gen_loss 0.2959, rec_loss 0.0369, lpips_loss 0.2041, g_loss 0.0169, disc_weight 0.5000, disc_adaptive_weight 3.2524, d_loss 0.5003, logits_real -0.0164, logits_fake -0.0162,
Train Epoch: [3/5] Iters:[2590/20018] gen_loss 0.2945, rec_loss 0.0358, lpips_loss 0.2035, g_loss 0.0173, disc_weight 0.5000, disc_adaptive_weight 3.2173, d_loss 0.5003, logits_real -0.0170, logits_fake -0.0170,
Train Epoch: [3/5] Iters:[2600/20018] gen_loss 0.2953, rec_loss 0.0356, lpips_loss 0.2041, g_loss 0.0178, disc_weight 0.5000, disc_adaptive_weight 3.1335, d_loss 0.5002, logits_real -0.0176, logits_fake -0.0178,
Train Epoch: [3/5] Iters:[2610/20018] gen_loss 0.2952, rec_loss 0.0354, lpips_loss 0.2029, g_loss 0.0185, disc_weight 0.5000, disc_adaptive_weight 3.0781, d_loss 0.5001, logits_real -0.0181, logits_fake -0.0187,
Train Epoch: [3/5] Iters:[2620/20018] gen_loss 0.2967, rec_loss 0.0355, lpips_loss 0.2034, g_loss 0.0187, disc_weight 0.5000, disc_adaptive_weight 3.0797, d_loss 0.5001, logits_real -0.0185, logits_fake -0.0191,
Train Epoch: [3/5] Iters:[2630/20018] gen_loss 0.2964, rec_loss 0.0352, lpips_loss 0.2016, g_loss 0.0192, disc_weight 0.5000, disc_adaptive_weight 3.0952, d_loss 0.5001, logits_real -0.0189, logits_fake -0.0195,
Train Epoch: [3/5] Iters:[2640/20018] gen_loss 0.2987, rec_loss 0.0352, lpips_loss 0.2025, g_loss 0.0191, disc_weight 0.5000, disc_adaptive_weight 3.1829, d_loss 0.5001, logits_real -0.0188, logits_fake -0.0195,
Train Epoch: [3/5] Iters:[2650/20018] gen_loss 0.3005, rec_loss 0.0351, lpips_loss 0.2020, g_loss 0.0191, disc_weight 0.5000, disc_adaptive_weight 3.3154, d_loss 0.5001, logits_real -0.0185, logits_fake -0.0192,
Train Epoch: [3/5] Iters:[2660/20018] gen_loss 0.2995, rec_loss 0.0351, lpips_loss 0.2024, g_loss 0.0185, disc_weight 0.5000, disc_adaptive_weight 3.3290, d_loss 0.5002, logits_real -0.0183, logits_fake -0.0185,
Train Epoch: [3/5] Iters:[2670/20018] gen_loss 0.2985, rec_loss 0.0351, lpips_loss 0.2028, g_loss 0.0179, disc_weight 0.5000, disc_adaptive_weight 3.3759, d_loss 0.5002, logits_real -0.0175, logits_fake -0.0178,
Train Epoch: [3/5] Iters:[2680/20018] gen_loss 0.2979, rec_loss 0.0359, lpips_loss 0.2043, g_loss 0.0171, disc_weight 0.5000, disc_adaptive_weight 3.3629, d_loss 0.5002, logits_real -0.0168, logits_fake -0.0170,
Train Epoch: [3/5] Iters:[2690/20018] gen_loss 0.2982, rec_loss 0.0368, lpips_loss 0.2051, g_loss 0.0167, disc_weight 0.5000, disc_adaptive_weight 3.3561, d_loss 0.5002, logits_real -0.0163, logits_fake -0.0163,
Train Epoch: [3/5] Iters:[2700/20018] gen_loss 0.2950, rec_loss 0.0367, lpips_loss 0.2044, g_loss 0.0162, disc_weight 0.5000, disc_adaptive_weight 3.3108, d_loss 0.5002, logits_real -0.0161, logits_fake -0.0161,
Train Epoch: [3/5] Iters:[2710/20018] gen_loss 0.2956, rec_loss 0.0371, lpips_loss 0.2047, g_loss 0.0161, disc_weight 0.5000, disc_adaptive_weight 3.3261, d_loss 0.5002, logits_real -0.0160, logits_fake -0.0161,
Train Epoch: [3/5] Iters:[2720/20018] gen_loss 0.2952, rec_loss 0.0373, lpips_loss 0.2046, g_loss 0.0162, disc_weight 0.5000, disc_adaptive_weight 3.2769, d_loss 0.5002, logits_real -0.0162, logits_fake -0.0162,
Train Epoch: [3/5] Iters:[2730/20018] gen_loss 0.2960, rec_loss 0.0367, lpips_loss 0.2042, g_loss 0.0165, disc_weight 0.5000, disc_adaptive_weight 3.3199, d_loss 0.5003, logits_real -0.0165, logits_fake -0.0165,
Train Epoch: [3/5] Iters:[2740/20018] gen_loss 0.2938, rec_loss 0.0362, lpips_loss 0.2031, g_loss 0.0166, disc_weight 0.5000, disc_adaptive_weight 3.2628, d_loss 0.5003, logits_real -0.0168, logits_fake -0.0167,
Train Epoch: [3/5] Iters:[2750/20018] gen_loss 0.2952, rec_loss 0.0368, lpips_loss 0.2045, g_loss 0.0166, disc_weight 0.5000, disc_adaptive_weight 3.2207, d_loss 0.5002, logits_real -0.0167, logits_fake -0.0168,
Train Epoch: [3/5] Iters:[2760/20018] gen_loss 0.2943, rec_loss 0.0366, lpips_loss 0.2045, g_loss 0.0166, disc_weight 0.5000, disc_adaptive_weight 3.1756, d_loss 0.5002, logits_real -0.0167, logits_fake -0.0169,
